-5,0,0
-4.75,1.5612494995996,0
-4.5,2.17944947177034,0
-4.25,2.63391343821318,0
-4,3,0
-3.75,3.30718913883074,0
-3.5,3.57071421427143,0
-3.25,3.79967103839267,0
-3,4,0
-2.75,4.17582327212252,0
-2.5,4.33012701892219,0
-2.25,4.46514277487294,0
-2,4.58257569495584,0
-1.75,4.6837484987988,0
-1.5,4.76969600708473,0
-1.25,4.84122918275927,0
-1,4.89897948556636,0
-0.75,4.9434299833213,0
-0.5,4.9749371855331,0
-0.25,4.99374608885954,0
0,5,0
0.25,4.99374608885954,0
0.5,4.9749371855331,0
0.75,4.9434299833213,0
1,4.89897948556636,0
1.25,4.84122918275927,0
1.5,4.76969600708473,0
1.75,4.6837484987988,0
2,4.58257569495584,0
2.25,4.46514277487294,0
2.5,4.33012701892219,0
2.75,4.17582327212252,0
3,4,0
3.25,3.79967103839267,0
3.5,3.57071421427143,0
3.75,3.30718913883074,0
4,3,0
4.25,2.63391343821318,0
4.5,2.17944947177034,0
4.75,1.5612494995996,0
5,0,0
